q_id,time_inference_sec,total_cpu_time_sec,word_count,word_count_bin,satisfaction_score,id,query1,query2
session_041_q11,8.24915099143982,0.0008163999991666,34,1,0.7696969696969697,cikm_trace_19_5_3,5,19
session_043_q03,9.612188816070557,0.0008831000013742,35,1,0.7693548387096774,cikm_trace_19_5_4,5,19
session_046_q28,14.35611867904663,0.0007910000022092,48,3,0.0,cikm_trace_20_5_0,5,20
session_025_q35,15.25361967086792,0.00079469999946,61,4,0.8722222222222222,cikm_trace_20_5_1,5,20
session_010_q13,11.848483562469482,0.0007197999993877,30,0,0.7414285714285713,cikm_trace_20_5_2,5,20
session_030_q06,13.449254512786863,0.000715799998943,40,2,0.912258064516129,cikm_trace_20_5_3,5,20
session_041_q37,14.157423496246338,0.0007119000038073,42,2,0.6860759493670886,cikm_trace_20_5_4,5,20
session_045_q03,11.431167840957642,0.0008266000004367,52,3,0.0,cikm_trace_21_5_0,5,21
session_019_q16,10.880440711975098,0.0010072999994008,38,2,0.777027027027027,cikm_trace_21_5_1,5,21
session_014_q02,7.587216854095459,0.000746199999412,26,0,0.82,cikm_trace_21_5_2,5,21
session_050_q30,8.239225625991821,0.0007662000025446,59,4,0.8724489795918368,cikm_trace_21_5_3,5,21
session_046_q10,4.257586479187012,0.0007642999989911,15,0,0.9,cikm_trace_21_5_4,5,21
session_004_q40,7.663352966308594,0.0006773999998585,30,0,0.0,cikm_trace_22_5_0,5,22
session_007_q26,10.735642433166504,0.0008198000000447,56,3,0.852,cikm_trace_22_5_1,5,22
session_007_q13,9.228049993515016,0.0007997999996404,37,1,0.891,cikm_trace_22_5_2,5,22
session_003_q21,8.972534418106079,0.0007055999999465,42,2,0.82,cikm_trace_22_5_3,5,22
session_024_q25,9.70974612236023,0.0006933000004209,27,0,0.716,cikm_trace_22_5_4,5,22
session_023_q14,17.50676393508911,0.0009205000005748,64,4,0.0,cikm_trace_23_5_0,5,23
session_023_q36,11.372375726699827,0.0007533999996666,41,2,0.8833333333333333,cikm_trace_23_5_1,5,23
session_013_q28,9.141530275344849,0.0007147999995139,28,0,0.6565217391304348,cikm_trace_23_5_2,5,23
session_016_q06,5.998080253601074,0.0008030999997571,19,0,0.7777777777777778,cikm_trace_23_5_3,5,23
session_027_q31,7.518608093261719,0.0005204999997658,19,0,0.7212765957446808,cikm_trace_23_5_4,5,23
session_031_q03,16.84823179244995,0.0010428000023239,157,4,0.0,cikm_trace_24_5_0,5,24
session_044_q08,10.994998693466188,0.0007506999972973,47,3,0.8850877192982456,cikm_trace_24_5_1,5,24
session_002_q32,10.8656108379364,0.0009278999998513,53,3,0.8625,cikm_trace_24_5_2,5,24
session_041_q15,11.577309131622314,0.0008435999989159,59,4,0.8214285714285714,cikm_trace_24_5_3,5,24
session_041_q11,8.24915099143982,0.0008163999991666,34,1,0.7696969696969697,cikm_trace_24_5_4,5,24
session_016_q19,16.651488780975342,0.0008536999994247,79,4,0.0,cikm_trace_25_5_0,5,25
session_015_q35,10.414010763168337,0.0007649999997737,49,3,0.8411764705882353,cikm_trace_25_5_1,5,25
session_020_q13,8.082477569580078,0.0008818999995126,45,2,0.8285714285714285,cikm_trace_25_5_2,5,25
session_006_q31,12.764957666397097,0.0008839000001898,58,4,0.8442622950819672,cikm_trace_25_5_3,5,25
session_009_q14,10.010926246643066,0.0006672999998044,51,3,0.9652173913043478,cikm_trace_25_5_4,5,25
session_015_q12,16.436792850494385,0.00079789999927,62,4,0.0,cikm_trace_0_6_0,6,0
session_029_q29,11.33733582496643,0.0007834000007277,31,1,0.8619565217391304,cikm_trace_0_6_1,6,0
session_009_q20,7.785855293273926,0.0006696000000374,30,0,0.648780487804878,cikm_trace_0_6_2,6,0
session_033_q27,12.145916223526,0.0007974000018292,45,2,0.9058823529411764,cikm_trace_0_6_3,6,0
session_045_q21,13.197399616241457,0.0006621000029553,36,1,0.8663551401869158,cikm_trace_0_6_4,6,0
session_017_q06,14.755193948745728,0.0008329000002049,52,3,0.8602941176470589,cikm_trace_0_6_5,6,0
session_050_q06,10.800362825393677,0.0008615000006102,96,4,0.0,cikm_trace_1_6_0,6,1
session_025_q39,10.611981630325316,0.000823800000944,70,4,0.851639344262295,cikm_trace_1_6_1,6,1
session_030_q13,9.390003442764282,0.0007434000017383,63,4,0.9425675675675677,cikm_trace_1_6_2,6,1
session_021_q28,10.701650857925417,0.0006850000008852,44,2,0.8489795918367347,cikm_trace_1_6_3,6,1
session_022_q18,11.270397901535034,0.0008253999985754,43,2,0.696923076923077,cikm_trace_1_6_4,6,1
session_040_q36,14.841373920440674,0.0007253000039781,66,4,0.8540145985401459,cikm_trace_1_6_5,6,1
session_049_q12,16.398292064666748,0.001015499998175,44,2,0.0,cikm_trace_2_6_0,6,2
session_011_q20,6.564331769943237,0.0006569999995917,42,2,0.832258064516129,cikm_trace_2_6_1,6,2
session_025_q19,10.562685251235962,0.0010755000002972,30,0,0.6127659574468085,cikm_trace_2_6_2,6,2
session_046_q06,12.138565301895142,0.0008439000012002,32,1,0.8326086956521739,cikm_trace_2_6_3,6,2
session_031_q35,11.195523738861084,0.0007284000002982,36,1,0.6425531914893616,cikm_trace_2_6_4,6,2
session_037_q06,14.091999292373655,0.0006821000024501,49,3,0.783,cikm_trace_2_6_5,6,2
session_012_q35,9.21733546257019,0.0007905000002209,34,1,0.0,cikm_trace_3_6_0,6,3
session_021_q28,10.701650857925417,0.0006850000008852,44,2,0.8489795918367347,cikm_trace_3_6_1,6,3
session_023_q07,14.00955605506897,0.0008063000022956,58,4,0.8574626865671642,cikm_trace_3_6_2,6,3
session_038_q13,10.542319297790527,0.0006972999981369,20,0,0.6833333333333333,cikm_trace_3_6_3,6,3
session_024_q22,6.605775833129883,0.0006583999984286,28,0,0.7803921568627451,cikm_trace_3_6_4,6,3
session_042_q33,12.66844654083252,0.0010153999974136,23,0,0.6499999999999999,cikm_trace_3_6_5,6,3
session_036_q13,16.60583782196045,0.0008135999996738,64,4,0.0,cikm_trace_4_6_0,6,4
session_042_q23,10.936737298965454,0.0006743999983881,47,3,0.918796992481203,cikm_trace_4_6_1,6,4
session_048_q24,15.348559617996216,0.0008024000017029,54,3,0.807936507936508,cikm_trace_4_6_2,6,4
session_024_q05,9.898480415344238,0.0007863999999244,46,3,0.7878378378378379,cikm_trace_4_6_3,6,4
session_012_q32,10.383445262908936,0.0007430999994539,50,3,0.9158730158730158,cikm_trace_4_6_4,6,4
session_012_q38,9.37301516532898,0.0006627999991905,33,1,0.8308641975308642,cikm_trace_4_6_5,6,4
session_049_q21,10.674166202545166,0.0006783999997423,24,0,0.0,cikm_trace_5_6_0,6,5
session_002_q17,12.477469205856323,0.0008525000000645,52,3,0.8450819672131147,cikm_trace_5_6_1,6,5
session_044_q17,8.234541654586792,0.000690900000336,28,0,0.790625,cikm_trace_5_6_2,6,5
session_021_q22,8.253228425979614,0.0007559999994555,35,1,0.9135922330097088,cikm_trace_5_6_3,6,5
session_029_q09,13.27139973640442,0.0008192000004781,49,3,0.7376470588235293,cikm_trace_5_6_4,6,5
session_043_q14,10.185197591781616,0.0007062000004224,28,0,0.8878787878787879,cikm_trace_5_6_5,6,5
session_033_q31,16.315863847732544,0.0007953000003907,37,1,0.0,cikm_trace_6_6_0,6,6
session_050_q38,11.984647750854492,0.0007770000011077,67,4,0.8697478991596639,cikm_trace_6_6_1,6,6
session_031_q11,8.689536571502686,0.0007854000014048,22,0,0.8644736842105263,cikm_trace_6_6_2,6,6
session_008_q28,9.964072704315186,0.0007624999998368,37,1,0.8333333333333333,cikm_trace_6_6_3,6,6
session_018_q31,8.462399005889893,0.0007411999995383,33,1,0.8263888888888888,cikm_trace_6_6_4,6,6
session_015_q27,5.78718900680542,0.000710399998752,52,3,0.9189473684210526,cikm_trace_6_6_5,6,6
session_021_q04,16.562121391296387,0.0009133999974436,111,4,0.0,cikm_trace_7_6_0,6,7
session_044_q12,11.981431484222412,0.0008176000010278,53,3,0.8759259259259259,cikm_trace_7_6_1,6,7
session_039_q15,6.787639379501343,0.0006840999994892,28,0,0.834920634920635,cikm_trace_7_6_2,6,7
session_016_q25,7.89533543586731,0.0007013000013102,29,0,0.7934426229508197,cikm_trace_7_6_3,6,7
session_028_q15,13.236046075820925,0.0007136999993235,49,3,0.9197530864197532,cikm_trace_7_6_4,6,7
session_019_q39,8.861002922058105,0.0007179000003815,38,2,0.856043956043956,cikm_trace_7_6_5,6,7
session_031_q03,16.84823179244995,0.0010428000023239,157,4,0.0,cikm_trace_8_6_0,6,8
session_010_q35,12.436243057250977,0.0007962999998197,43,2,0.8740157480314961,cikm_trace_8_6_1,6,8
session_036_q23,8.98146653175354,0.0006860000012237,26,0,0.8261904761904761,cikm_trace_8_6_2,6,8
session_001_q08,7.257635831832886,0.000883200000004,85,4,0.9403973509933776,cikm_trace_8_6_3,6,8
session_023_q10,8.734558820724487,0.0008170999990395,42,2,0.8307692307692307,cikm_trace_8_6_4,6,8
session_033_q38,11.631572246551514,0.0009754999991855,57,4,0.8822033898305085,cikm_trace_8_6_5,6,8
session_010_q11,16.48355460166931,0.0008582000000387,73,4,0.0,cikm_trace_9_6_0,6,9
session_002_q22,14.414401054382324,0.0013139000000136,81,4,0.8631944444444444,cikm_trace_9_6_1,6,9
session_016_q38,7.156029224395752,0.000641199999336,20,0,0.8211538461538461,cikm_trace_9_6_2,6,9
session_005_q13,9.422465324401855,0.0007865000000037,34,1,0.7241935483870967,cikm_trace_9_6_3,6,9
session_014_q13,11.401899814605711,0.0008211000003938,45,2,0.7533333333333333,cikm_trace_9_6_4,6,9
session_022_q10,15.635952711105348,0.0007175000009737,56,3,0.7991304347826087,cikm_trace_9_6_5,6,9
session_047_q14,16.55422282218933,0.0007084999997459,33,1,0.0,cikm_trace_10_6_0,6,10
session_040_q38,6.948028802871704,0.0006548999990626,42,2,0.9024096385542169,cikm_trace_10_6_1,6,10
session_039_q23,12.519126415252686,0.0007323000027099,46,3,0.8873015873015873,cikm_trace_10_6_2,6,10
session_018_q10,14.303236961364746,0.0007117000004654,63,4,0.7846153846153846,cikm_trace_10_6_3,6,10
session_022_q06,9.686561822891235,0.0006695000010949,40,2,0.8329411764705882,cikm_trace_10_6_4,6,10
session_050_q25,7.231523275375366,0.0008268000019596,37,1,0.9025641025641026,cikm_trace_10_6_5,6,10
session_002_q35,9.407016277313232,0.0009152999999741,46,3,0.0,cikm_trace_11_6_0,6,11
session_038_q03,12.97603726387024,0.0007308999993255,37,1,0.7900990099009901,cikm_trace_11_6_1,6,11
session_025_q34,13.367376804351808,0.0009112999996431,60,4,0.8938356164383562,cikm_trace_11_6_2,6,11
session_037_q20,16.174779415130615,0.0008251999970524,49,3,0.7387096774193549,cikm_trace_11_6_3,6,11
session_015_q17,8.266838550567627,0.0006652000001849,19,0,0.6533333333333333,cikm_trace_11_6_4,6,11
session_007_q07,10.006038904190063,0.0006107000003793,36,1,0.89,cikm_trace_11_6_5,6,11
session_046_q19,12.227126598358154,0.0009081999996851,55,3,0.0,cikm_trace_12_6_0,6,12
session_025_q24,10.62222170829773,0.0007241000002975,22,0,0.8112676056338028,cikm_trace_12_6_1,6,12
session_027_q21,9.109838485717772,0.0008291000012831,42,2,0.8512195121951219,cikm_trace_12_6_2,6,12
session_040_q20,15.74421739578247,0.0010779999975055,52,3,0.8,cikm_trace_12_6_3,6,12
session_045_q34,9.178107976913452,0.0006715000054099,37,1,0.8887640449438202,cikm_trace_12_6_4,6,12
session_010_q24,8.445342302322388,0.0007114999998519,31,1,0.8257575757575757,cikm_trace_12_6_5,6,12
session_007_q03,16.397242307662964,0.0007930000001579,46,3,0.0,cikm_trace_13_6_0,6,13
session_038_q29,14.755697011947632,0.0006460000004153,49,3,0.8769784172661871,cikm_trace_13_6_1,6,13
session_028_q38,15.341046810150146,0.0007920000007286,39,2,0.7293478260869566,cikm_trace_13_6_2,6,13
session_034_q13,6.758302211761475,0.0006646000001637,25,0,0.85,cikm_trace_13_6_3,6,13
session_043_q07,10.39460015296936,0.0006278999971981,30,0,0.7275362318840579,cikm_trace_13_6_4,6,13
session_038_q34,7.4484474658966064,0.0006276999993132,30,0,0.8068965517241379,cikm_trace_13_6_5,6,13
session_023_q05,7.26842737197876,0.0007186999991972,30,0,0.0,cikm_trace_14_6_0,6,14
session_019_q31,9.82753086090088,0.0005686999993485,22,0,0.8164383561643835,cikm_trace_14_6_1,6,14
session_046_q09,9.211138725280762,0.0007599999989906,55,3,0.9395348837209302,cikm_trace_14_6_2,6,14
session_014_q32,5.292760133743286,0.0006966000000828,40,2,0.8790322580645161,cikm_trace_14_6_3,6,14
session_039_q13,16.245770931243896,0.0008340999993378,42,2,0.8252336448598131,cikm_trace_14_6_4,6,14
session_012_q18,13.88228964805603,0.0007664000004296,59,4,0.7955357142857142,cikm_trace_14_6_5,6,14
session_011_q01,16.703070163726807,0.0007313000005523,57,4,0.0,cikm_trace_15_6_0,6,15
session_018_q12,13.583832502365112,0.0007561999991592,65,4,0.8336363636363636,cikm_trace_15_6_1,6,15
session_011_q39,11.4866201877594,0.0008952999996835,61,4,0.7848484848484849,cikm_trace_15_6_2,6,15
session_040_q02,15.40379786491394,0.0007378000009338,34,1,0.8104166666666667,cikm_trace_15_6_3,6,15
session_048_q26,12.51297163963318,0.0009962000003724,69,4,0.9026315789473685,cikm_trace_15_6_4,6,15
session_050_q30,8.239225625991821,0.0007662000025446,59,4,0.8724489795918368,cikm_trace_15_6_5,6,15
session_043_q32,14.858949899673462,0.0008386000008613,66,4,0.0,cikm_trace_16_6_0,6,16
session_015_q05,8.185211420059204,0.0006020999999236,30,0,0.7775862068965518,cikm_trace_16_6_1,6,16
session_034_q27,14.28040623664856,0.0008378000002266,46,3,0.8326530612244898,cikm_trace_16_6_2,6,16
session_025_q39,10.611981630325316,0.000823800000944,70,4,0.851639344262295,cikm_trace_16_6_3,6,16
session_026_q36,11.269437074661257,0.000684500000716,49,3,0.8631067961165049,cikm_trace_16_6_4,6,16
session_010_q23,9.295889854431152,0.0009392999991177,27,0,0.8402597402597403,cikm_trace_16_6_5,6,16
session_028_q24,16.566250562667847,0.0008307000007334,51,3,0.0,cikm_trace_17_6_0,6,17
session_022_q14,12.536609888076782,0.0007377000001723,63,4,0.8752,cikm_trace_17_6_1,6,17
session_011_q12,9.662305116653442,0.0007043999994493,32,1,0.8807692307692307,cikm_trace_17_6_2,6,17
session_015_q33,8.260079622268677,0.0006501999996543,34,1,0.8104477611940298,cikm_trace_17_6_3,6,17
session_005_q14,16.2886061668396,0.00076399999989,42,2,0.7951219512195122,cikm_trace_17_6_4,6,17
session_014_q06,16.237829208374023,0.0008420000003752,80,4,0.90625,cikm_trace_17_6_5,6,17
session_031_q39,10.628829717636108,0.0007228999984362,41,2,0.0,cikm_trace_18_6_0,6,18
session_022_q37,13.254229307174684,0.0007528999994974,46,3,0.7875,cikm_trace_18_6_1,6,18
session_006_q20,12.539939880371094,0.0009083999998437,54,3,0.924223602484472,cikm_trace_18_6_2,6,18
session_006_q33,11.645228147506714,0.000797600000169,78,4,0.8838926174496644,cikm_trace_18_6_3,6,18
session_012_q15,9.264552116394045,0.0008129000007101,37,1,0.725,cikm_trace_18_6_4,6,18
session_009_q39,14.046989679336548,0.0009294000001318,91,4,0.9023529411764706,cikm_trace_18_6_5,6,18
session_042_q09,11.994295120239258,0.0008783999983279,90,4,0.0,cikm_trace_19_6_0,6,19
session_027_q33,12.063496351242064,0.0007729000008111,51,3,0.8313725490196078,cikm_trace_19_6_1,6,19
session_005_q06,15.847643852233888,0.0007918000001153,63,4,0.8485074626865672,cikm_trace_19_6_2,6,19
session_030_q12,11.92717432975769,0.0006830999991507,47,3,0.8129032258064516,cikm_trace_19_6_3,6,19
session_043_q25,8.576278924942017,0.0007179999993239,59,4,0.8771428571428571,cikm_trace_19_6_4,6,19
session_024_q23,11.707222938537598,0.0006313000012596,35,1,0.7608108108108108,cikm_trace_19_6_5,6,19
session_012_q25,13.627404689788818,0.0007713000004514,27,0,0.0,cikm_trace_20_6_0,6,20
session_032_q20,12.61851406097412,0.0007879000004322,21,0,0.592156862745098,cikm_trace_20_6_1,6,20
session_018_q24,10.643439531326294,0.0008138000002871,31,1,0.7017543859649122,cikm_trace_20_6_2,6,20
session_025_q17,8.829170942306519,0.0007346000002143,32,1,0.8738636363636363,cikm_trace_20_6_3,6,20
session_033_q35,11.05111002922058,0.0007139000008463,25,0,0.5511111111111111,cikm_trace_20_6_4,6,20
session_022_q31,7.878383874893188,0.0009913000012601,89,4,0.8810344827586207,cikm_trace_20_6_5,6,20
session_017_q19,9.086194515228271,0.0008155000004989,45,2,0.0,cikm_trace_21_6_0,6,21
session_043_q08,11.109832525253296,0.000775100001192,52,3,0.802247191011236,cikm_trace_21_6_1,6,21
session_035_q23,8.450544357299805,0.0006446000006689,31,1,0.8541176470588235,cikm_trace_21_6_2,6,21
session_026_q38,8.090015649795532,0.0007082000010995,47,3,0.7873239436619719,cikm_trace_21_6_3,6,21
session_004_q08,14.79186463356018,0.0008258000000295,57,4,0.8582677165354331,cikm_trace_21_6_4,6,21
session_032_q06,15.394007205963137,0.0008077999973465,27,0,0.7842696629213484,cikm_trace_21_6_5,6,21
session_025_q37,15.57540726661682,0.0009248999995179,60,4,0.0,cikm_trace_22_6_0,6,22
session_018_q11,12.80948567390442,0.0007481000011466,50,3,0.8464912280701754,cikm_trace_22_6_1,6,22
