q_id,time_inference_sec,total_cpu_time_sec,word_count,word_count_bin,satisfaction_score,id,query1,query2,energy_total
session_020_q02,14.3387770652771,0.0008739000004425,61,4,0.8245901639344262,cikm_trace_3_11_10,11,3,1577.3135416805053
session_023_q05,7.26842737197876,0.0007186999991972,30,0,0.0,cikm_trace_0_12_0,12,0,799.5665394176194
session_002_q35,9.407016277313232,0.0009152999999741,46,3,0.0,cikm_trace_0_12_1,12,0,1034.822132004454
session_042_q37,10.112459659576416,0.0008205999984055,54,3,0.0,cikm_trace_0_12_2,12,0,1112.415695553318
session_019_q29,6.866859674453735,0.0006392000013874,31,1,0.8483870967741935,cikm_trace_0_12_3,12,0,755.3897201899872
session_001_q14,8.818611860275269,0.0007963999999844,54,3,0.8705263157894737,cikm_trace_0_12_4,12,0,970.0911066302787
session_006_q04,15.836024522781372,0.0008486000001539,26,0,0.6361111111111111,cikm_trace_0_12_5,12,0,1742.0093705059594
session_036_q05,8.217862606048584,0.0007394000003841,49,3,0.9,cikm_trace_0_12_6,12,0,904.0055536653654
session_014_q19,7.858148813247681,0.0007552000006398,20,0,0.8137254901960784,cikm_trace_0_12_7,12,0,864.4379054572801
session_047_q04,9.348926544189451,0.0008111000024655,29,0,0.7785714285714286,cikm_trace_0_12_8,12,0,1028.4265303609752
session_034_q01,9.93288516998291,0.0007210999992821,30,0,0.7542372881355932,cikm_trace_0_12_9,12,0,1092.6570291980806
session_040_q32,8.68152928352356,0.000631399998383,32,1,0.7655737704918033,cikm_trace_0_12_10,12,0,955.0029481875026
session_005_q18,14.775865077972412,0.0008737000000564,41,2,0.6884057971014492,cikm_trace_0_12_11,12,0,1625.3932120769684
session_014_q10,16.381356716156006,0.0006867000001875,33,1,0.0,cikm_trace_1_12_0,12,1,1801.987007277171
session_045_q12,11.705830335617064,0.0008588999990022,34,1,0.0,cikm_trace_1_12_1,12,1,1287.688576417822
session_011_q15,16.346823930740356,0.0007529999993493,53,3,0.0,cikm_trace_1_12_2,12,1,1798.1920473814034
session_030_q15,16.27254891395569,0.0007150000019464,37,1,0.4967213114754099,cikm_trace_1_12_3,12,1,1790.0197055352328
session_041_q23,10.820499420166016,0.0007364000011875,37,1,0.8638297872340426,cikm_trace_1_12_4,12,1,1190.295438218327
session_006_q01,12.74005913734436,0.0008561000004192,56,3,0.9023255813953488,cikm_trace_1_12_5,12,1,1401.4535906079027
session_027_q31,7.518608093261719,0.0005204999997658,19,0,0.7212765957446808,cikm_trace_1_12_6,12,1,827.0755177587762
session_026_q18,8.29272198677063,0.0007734999981039,31,1,0.7,cikm_trace_1_12_7,12,1,912.241961044665
session_017_q26,10.252458333969116,0.000826099999358,48,3,0.891743119266055,cikm_trace_1_12_8,12,1,1127.8158522365675
session_019_q39,8.861002922058105,0.0007179000003815,38,2,0.856043956043956,cikm_trace_1_12_9,12,1,974.7498059264126
session_035_q12,7.909832239151001,0.0009558999990985,49,3,0.792063492063492,cikm_trace_1_12_10,12,1,870.1341208065605
session_017_q10,11.406305313110352,0.0008331999997607,44,2,0.8181818181818181,cikm_trace_1_12_11,12,1,1254.7394104421255
session_035_q16,16.69327712059021,0.0008849999994708,95,4,0.0,cikm_trace_2_12_0,12,2,1836.309158264894
session_011_q29,11.753749132156372,0.0006696999998893,63,4,0.0,cikm_trace_2_12_1,12,2,1292.9492380371948
session_027_q40,8.750825881958008,0.0007755000005998,28,0,0.0,cikm_trace_2_12_2,12,2,962.6334995154139
session_027_q16,11.32485055923462,0.0007549999991169,24,0,0.7890625,cikm_trace_2_12_3,12,2,1245.7750865157595
session_010_q18,7.200064897537232,0.0007307999994736,26,0,0.832258064516129,cikm_trace_2_12_4,12,2,792.0473327290666
session_025_q15,5.406837463378906,0.0011347999989083,38,2,0.9097222222222222,cikm_trace_2_12_5,12,2,594.8145349716197
session_032_q20,12.61851406097412,0.0007879000004322,21,0,0.592156862745098,cikm_trace_2_12_6,12,2,1388.0798812071769
session_027_q23,8.547915935516357,0.0006961000017326,44,2,0.8837837837837837,cikm_trace_2_12_7,12,2,940.3090384068946
session_046_q07,5.941433429718018,0.0007856999982322,22,0,0.7613636363636364,cikm_trace_2_12_8,12,2,653.6008907688847
session_026_q16,10.263437032699583,0.0006481999989773,35,1,0.808,cikm_trace_2_12_9,12,2,1129.0137245968979
session_013_q26,12.247507095336914,0.0008057000004554,32,1,0.8011904761904762,cikm_trace_2_12_10,12,2,1347.2700939870856
session_035_q37,14.11710500717163,0.0007948000020405,65,4,0.8809160305343511,cikm_trace_2_12_11,12,2,1552.9252647889916
session_028_q23,6.298587799072266,0.0008591999994677,114,4,0.0,cikm_trace_3_12_0,12,3,692.89191389792
session_006_q29,16.252304315567017,0.0008150000003297,35,1,0.0,cikm_trace_3_12_1,12,3,1787.79829971239
session_024_q08,8.66642451286316,0.0007860000005166,48,3,0.0,cikm_trace_3_12_2,12,3,953.3499264149759
session_003_q08,12.27817702293396,0.0008170999999492,36,1,0.6863636363636363,cikm_trace_3_12_3,12,3,1350.6444130227328
session_046_q05,8.637999057769775,0.0006665000000793,16,0,0.6711111111111111,cikm_trace_3_12_4,12,3,950.2165538546797
session_044_q40,11.862699270248411,0.0008521000017935,73,4,0.9292397660818712,cikm_trace_3_12_5,12,3,1304.9437852274239
session_034_q37,11.26731276512146,0.0007925000008981,41,2,0.8170212765957446,cikm_trace_3_12_6,12,3,1239.44799166341
session_011_q34,8.076661109924316,0.0007769000003461,42,2,0.8823529411764706,cikm_trace_3_12_7,12,3,888.4754515916939
session_017_q02,11.933231830596924,0.0007173000003603,60,4,0.8529411764705882,cikm_trace_3_12_8,12,3,1312.6949528656814
session_041_q03,8.066725969314575,0.0008572999977332,39,2,0.8112676056338028,cikm_trace_3_12_9,12,3,887.3870081244786
session_002_q26,7.396116733551025,0.0007841000000325,32,1,0.835,cikm_trace_3_12_10,12,3,813.6159661906146
session_050_q02,10.913390398025513,0.0006977000011829,37,1,0.7960526315789473,cikm_trace_3_12_11,12,3,1200.5113172828715
session_022_q38,16.531522274017334,0.0007280000008904,58,4,0.0,cikm_trace_4_12_0,12,4,1818.5074901419557
session_047_q23,5.305906295776367,0.0006767000013495,21,0,0.0,cikm_trace_4_12_1,12,4,583.6869110354746
session_013_q23,11.692461490631104,0.0008501000002068,65,4,0.0,cikm_trace_4_12_2,12,4,1286.2175194694328
session_034_q37,11.26731276512146,0.0007925000008981,41,2,0.8170212765957446,cikm_trace_4_12_3,12,4,1239.44799166341
session_006_q23,7.60436201095581,0.0007859999996069,42,2,0.7971830985915493,cikm_trace_4_12_4,12,4,836.5230512051174
session_037_q14,8.58786654472351,0.0006450000000767,23,0,0.7563636363636363,cikm_trace_4_12_5,12,4,944.7007949195904
session_039_q20,15.594079971313477,0.0008129000016195,77,4,0.8578571428571429,cikm_trace_4_12_6,12,4,1715.3935063445715
session_020_q35,11.32099676132202,0.0009534999990136,54,3,0.8557377049180328,cikm_trace_4_12_7,12,4,1245.362086245368
session_009_q25,15.450143098831177,0.0007871999996495,36,1,0.590625,cikm_trace_4_12_8,12,4,1699.5590368714102
session_008_q07,8.882071018218994,0.0007921999999778,57,4,0.8282608695652174,cikm_trace_4_12_9,12,4,977.0713830040881
session_024_q05,9.898480415344238,0.0007863999999244,46,3,0.7878378378378379,cikm_trace_4_12_10,12,4,1088.876097687862
session_018_q01,8.82007622718811,0.0007685999999011,29,0,0.8460526315789474,cikm_trace_4_12_11,12,4,970.2506579906867
session_014_q11,9.126080751419067,0.0006795000008423,45,2,0.0,cikm_trace_5_12_0,12,5,1003.9062551561437
session_029_q35,16.350738048553467,0.0007621999993715,41,2,0.0,cikm_trace_5_12_1,12,5,1798.6231063408468
session_037_q16,16.380115270614624,0.0011678999981085,46,3,0.0,cikm_trace_5_12_2,12,5,1801.8769142675046
session_041_q39,9.525699377059937,0.0007384000018646,42,2,0.8899082568807339,cikm_trace_5_12_3,12,5,1047.8675434766956
session_041_q23,10.820499420166016,0.0007364000011875,37,1,0.8638297872340426,cikm_trace_5_12_4,12,5,1190.295438218327
session_022_q27,12.376583814620972,0.0011171999994985,80,4,0.9071428571428573,cikm_trace_5_12_5,12,5,1361.4856656082793
session_049_q18,11.930187463760376,0.0008220000017899,76,4,0.791,cikm_trace_5_12_6,12,5,1312.3658310137398
session_011_q14,8.717484951019287,0.0007099999993442,30,0,0.8197368421052631,cikm_trace_5_12_7,12,5,958.9623946120855
session_034_q24,15.58235788345337,0.0007455999984812,46,3,0.5943661971830986,cikm_trace_5_12_8,12,5,1714.100375179787
session_027_q07,10.31253457069397,0.0006866000003355,46,3,0.8794392523364486,cikm_trace_5_12_9,12,5,1134.4165657763551
session_026_q37,10.211965322494509,0.0007045000002108,28,0,0.5045454545454546,cikm_trace_5_12_10,12,5,1123.3549329744076
session_023_q04,13.048110961914062,0.000759200000175,57,4,0.8640625,cikm_trace_5_12_11,12,5,1435.3339618105565
session_011_q25,16.338951110839844,0.0006949000007807,30,0,0.0,cikm_trace_6_12_0,12,6,1797.3228416924258
session_038_q33,10.277142524719238,0.0007112999992385,43,2,0.0,cikm_trace_6_12_1,12,6,1130.5247992190743
session_016_q17,16.683419942855835,0.0009792000000742,87,4,0.0,cikm_trace_6_12_2,12,6,1835.230049714146
session_038_q30,12.158281087875366,0.0006498000002464,25,0,0.60625,cikm_trace_6_12_3,12,6,1337.4466586663038
session_042_q22,9.974782705307009,0.0006522999974548,30,0,0.8791208791208791,cikm_trace_6_12_4,12,6,1097.261974083631
session_017_q08,10.32805585861206,0.0007836999993741,63,4,0.8596153846153847,cikm_trace_6_12_5,12,6,1136.1292479472922
session_017_q39,13.253984212875366,0.0007224999990284,45,2,0.8414141414141414,cikm_trace_6_12_6,12,6,1457.9780009162369
session_037_q36,15.578207015991213,0.0007686999997531,45,2,0.8252100840336134,cikm_trace_6_12_7,12,6,1713.6450502590199
session_046_q27,11.791752099990845,0.0008364000022992,89,4,0.9630331753554502,cikm_trace_6_12_8,12,6,1297.1387329991194
session_006_q02,14.302900552749634,0.000893299999916,52,3,0.8299145299145299,cikm_trace_6_12_9,12,6,1573.368192302455
session_050_q31,7.202916145324707,0.0007956000008561,50,3,0.900990099009901,cikm_trace_6_12_10,12,6,792.3645339857649
session_025_q27,8.566421747207642,0.0006193999997776,39,2,0.8389610389610389,cikm_trace_6_12_11,12,6,942.3404591928283
session_011_q22,9.16133165359497,0.0007589999995615,40,2,0.0,cikm_trace_0_13_0,13,0,1007.7882268954227
session_013_q18,14.16195583343506,0.0008345999995071,92,4,0.0,cikm_trace_0_13_1,13,0,1557.8610446778296
session_011_q06,16.34889841079712,0.0007666000001335,43,2,0.0,cikm_trace_0_13_2,13,0,1798.4209881876905
session_024_q29,8.906152486801147,0.0007717000007687,34,1,0.8493670886075949,cikm_trace_0_13_3,13,0,979.7192170481685
session_034_q27,14.28040623664856,0.0008378000002266,46,3,0.8326530612244898,cikm_trace_0_13_4,13,0,1570.890765031354
session_013_q17,7.652862787246704,0.0008040000002438,70,4,0.9254237288135592,cikm_trace_0_13_5,13,0,841.8591265971509
session_001_q21,10.519280195236206,0.0008862999999621,56,3,0.8072164948453608,cikm_trace_0_13_6,13,0,1157.1695679759805
session_045_q10,11.005060911178589,0.0007573999973828,46,3,0.7666666666666666,cikm_trace_0_13_7,13,0,1210.5983572295008
session_003_q17,11.802725315093994,0.0009136000001034,47,3,0.7422535211267605,cikm_trace_0_13_8,13,0,1298.350032660345
session_038_q21,16.376389265060425,0.0008025000024644,44,2,0.8084905660377358,cikm_trace_0_13_9,13,0,1801.4469566567823
session_004_q35,13.742318153381348,0.0008960999998634,43,2,0.8752,cikm_trace_0_13_10,13,0,1511.7042823719407
session_020_q22,9.282065629959106,0.0008935000005294,53,3,0.9070175438596492,cikm_trace_0_13_11,13,0,1021.0763617955308
session_016_q36,9.893041610717772,0.0006306000004769,35,1,0.8266666666666667,cikm_trace_0_13_12,13,0,1088.269260178981
session_006_q38,16.468474864959717,0.0009064000000762,98,4,0.0,cikm_trace_1_13_0,13,1,1811.582087145573
session_003_q04,16.330056190490723,0.0008814000000256,49,3,0.0,cikm_trace_1_13_1,13,1,1796.354657953981
session_022_q30,10.740108489990234,0.0006766999995306,44,2,0.0,cikm_trace_1_13_2,13,1,1181.4491523989
session_025_q03,12.075861692428589,0.0006732999991071,39,2,0.7835294117647059,cikm_trace_1_13_3,13,1,1328.3818176670957
session_006_q21,16.999939680099487,0.0008090000001174,35,1,0.7962962962962963,cikm_trace_1_13_4,13,1,1870.03785981095
session_004_q15,11.673489332199097,0.0007615999998051,45,2,0.8734513274336283,cikm_trace_1_13_5,13,1,1284.12571454189
session_030_q08,8.313331365585327,0.000605600000199,21,0,0.787719298245614,cikm_trace_1_13_6,13,1,914.4997582143969
session_010_q35,12.436243057250977,0.0007962999998197,43,2,0.8740157480314961,cikm_trace_1_13_7,13,1,1368.0305327975975
session_036_q12,11.022369861602783,0.0008270999987871,44,2,0.8467391304347827,cikm_trace_1_13_8,13,1,1212.5061752762394
session_003_q05,6.083672761917114,0.0007946000000627,47,3,0.8977011494252873,cikm_trace_1_13_9,13,1,669.247706810886
session_034_q19,15.607579469680786,0.000764500000514,68,4,0.899004975124378,cikm_trace_1_13_10,13,1,1716.8757891649147
session_024_q18,8.554260969161987,0.0007229000002552,43,2,0.8623376623376623,cikm_trace_1_13_11,13,1,941.0084661078326
session_013_q05,7.15965723991394,0.0006667000006927,33,1,0.8410958904109589,cikm_trace_1_13_12,13,1,787.5989648905716
session_045_q17,13.167339563369753,0.0008160999968822,75,4,0.0,cikm_trace_2_13_0,13,2,1448.4522374705014
session_005_q32,15.730819463729858,0.0009502000002612,46,3,0.0,cikm_trace_2_13_1,13,2,1730.4424020102988
session_032_q29,16.529361963272095,0.0009234999979525,54,3,0.0,cikm_trace_2_13_2,13,2,1818.2806084598178
session_036_q40,8.4689359664917,0.0006923000000824,30,0,0.8323943661971831,cikm_trace_2_13_3,13,2,931.6210328140914
session_030_q23,14.735149145126345,0.0008558000008633,47,3,0.8147826086956522,cikm_trace_2_13_4,13,2,1620.9134749639454
session_033_q25,12.926198959350586,0.000934399997277,70,4,0.918867924528302,cikm_trace_2_13_5,13,2,1421.9332775284147
session_044_q08,10.994998693466188,0.0007506999972973,47,3,0.8850877192982456,cikm_trace_2_13_6,13,2,1209.491144781132
session_013_q19,8.812484741210938,0.0007893000001786,49,3,0.9099173553719008,cikm_trace_2_13_7,13,2,969.416733033213
session_004_q29,9.274540424346924,0.0008004999999684,28,0,0.8328947368421052,cikm_trace_2_13_8,13,2,1020.2434741781599
session_036_q33,6.517671823501587,0.0006275000014283,22,0,0.8269230769230769,cikm_trace_2_13_9,13,2,716.9784130852531
session_011_q24,12.157312870025637,0.0007889999997132,38,2,0.7361111111111112,cikm_trace_2_13_10,13,2,1337.3478107028043
session_038_q15,8.690068006515503,0.0007381000032182,37,1,0.8455696202531645,cikm_trace_2_13_11,13,2,955.9480762168823
session_011_q02,8.87166714668274,0.0006468999999924,48,3,0.8546511627906976,cikm_trace_2_13_12,13,2,975.9189656351009
session_044_q13,17.08363366127014,0.0008366999973077,70,4,0.0,cikm_trace_3_13_0,13,3,1879.2457212395675
session_037_q18,9.893248558044434,0.0007493999983124,44,2,0.0,cikm_trace_3_13_1,13,3,1088.298558384795
session_015_q38,13.3051438331604,0.0010589999992588,111,4,0.0,cikm_trace_3_13_2,13,3,1463.6240666476033
session_007_q33,15.724008798599243,0.0007349000002249,25,0,0.802970297029703,cikm_trace_3_13_3,13,3,1729.6813873459291
session_044_q12,11.981431484222412,0.0008176000010278,53,3,0.8759259259259259,cikm_trace_3_13_4,13,3,1318.0024312645219
session_046_q26,16.56564474105835,0.0007487000038963,41,2,0.6014925373134328,cikm_trace_3_13_5,13,3,1822.2621000166328
session_034_q27,14.28040623664856,0.0008378000002266,46,3,0.8326530612244898,cikm_trace_3_13_6,13,3,1570.890765031354
session_004_q14,11.856744050979614,0.0007068999998408,36,1,0.8186813186813187,cikm_trace_3_13_7,13,3,1304.2807251077488
session_010_q33,9.350737810134888,0.0008965000006354,75,4,0.9113475177304964,cikm_trace_3_13_8,13,3,1028.6304666148726
session_006_q23,7.60436201095581,0.0007859999996069,42,2,0.7971830985915493,cikm_trace_3_13_9,13,3,836.5230512051174
session_008_q18,7.889441251754761,0.0007905999996182,47,3,0.8652631578947368,cikm_trace_3_13_10,13,3,867.8820206930027
session_045_q25,6.887863159179688,0.0007362000033026,35,1,0.7980769230769231,cikm_trace_3_13_11,13,3,757.7054385099474
session_027_q39,8.702868700027466,0.0006192999990161,29,0,0.8534246575342466,cikm_trace_3_13_12,13,3,957.3496185029671
session_048_q34,14.964512586593628,0.0006963000014365,52,3,0.0,cikm_trace_0_14_0,14,0,1646.134681025378
session_040_q39,9.31498384475708,0.0006605999988095,49,3,0.0,cikm_trace_0_14_1,14,0,1024.6845559232133
session_030_q11,11.742445230484009,0.0007599000000481,55,3,0.0,cikm_trace_0_14_2,14,0,1291.7107698532436
session_030_q34,12.981667041778564,0.0006510000002889,48,3,0.0,cikm_trace_0_14_3,14,0,1428.019179595658
session_009_q31,6.806537628173828,0.0007407000002785,46,3,0.8888888888888888,cikm_trace_0_14_4,14,0,748.7598775991364
session_026_q04,12.130038738250732,0.000843399999212,54,3,0.9036231884057973,cikm_trace_0_14_5,14,0,1334.3506482075372
session_029_q09,13.27139973640442,0.0008192000004781,49,3,0.7376470588235293,cikm_trace_0_14_6,14,0,1459.8990270045126
session_019_q03,10.87291407585144,0.0007456000003002,44,2,0.6730158730158731,cikm_trace_0_14_7,14,0,1196.061556343675
session_036_q11,15.980775356292725,0.0007450000011885,29,0,0.7655913978494624,cikm_trace_0_14_8,14,0,1757.926264192265
session_038_q13,10.542319297790527,0.0006972999981369,20,0,0.6833333333333333,cikm_trace_0_14_9,14,0,1159.6934742568556
session_020_q04,10.60493803024292,0.0007566000003861,32,1,0.7538461538461538,cikm_trace_0_14_10,14,0,1166.5847963267424
session_033_q07,9.69412326812744,0.0007002000002101,38,2,0.8575757575757575,cikm_trace_0_14_11,14,0,1066.39207049403
session_003_q36,10.045008420944214,0.000793700000031,43,2,0.7507692307692307,cikm_trace_0_14_12,14,0,1104.9945798038652
session_046_q31,12.56386137008667,0.0007917000039014,56,3,0.8586776859504133,cikm_trace_0_14_13,14,0,1382.0682942097483
session_041_q14,16.931736946105957,0.0009358999959658,54,3,0.0,cikm_trace_1_14_0,14,1,1862.5425385714334
session_038_q33,10.277142524719238,0.0007112999992385,43,2,0.0,cikm_trace_1_14_1,14,1,1130.5247992190743
session_016_q18,12.511927604675291,0.0009227000000463,106,4,0.0,cikm_trace_1_14_2,14,1,1376.3627850142846
session_048_q33,16.809927701950073,0.0009535999961371,106,4,0.0,cikm_trace_1_14_3,14,1,1849.1444952142956
